classification,commenttext
DESIGN,retarded excuse drool make stupid noises
DESIGN,stupid scrollbar policy attempt work around bugs people seeing ibms jdk sep
DESIGN,retarded gtk look feel!
DESIGN,probably error
DESIGN,must better way fixing problem method sometimes called result text area scroll event case caret position updated yet
DESIGN,perhaps would want guard property parallel backups
DESIGN,bad way oh well
DESIGN,might questionable menus depend properties
DESIGN,get available screens on^ nasty since arent dealling many items fine
DESIGN,methods really shouldnt public
DESIGN,unixworkaround class
DESIGN,perhaps xerces wasnt slightly braindamaged would need
DESIGN,weird hack dont want ce insert search bar search bar focus
DESIGN,moved guiutilities makes sense
DESIGN,hack need direct way obtaining view? jedittextareagetview method?
DESIGN,review resolve discrepancy?!
DESIGN,ugly workaround
DESIGN,windows work around
DESIGN,hack since helpviewer needs url
DESIGN,object args?
DESIGN,implement getminimumlength ideas?
DESIGN,move classpathclassmanagerimpl???
DESIGN,never taught undergrad computer science
DESIGN,cache info class case too?
DESIGN,wtf?
DESIGN,xxx hairy code basically functional? port code barely understood
DESIGN,first try accessible version exact match first lookup seems redundant apparently needed whole thing messy
DESIGN,work around broken ftp plugin!
DESIGN,hack move spaces front
DESIGN,feels sloppy especially nonus locales
DESIGN,hack get fixed length length field
DESIGN,deal assembly!!! programmer writing little byte chunks know must assemble complete records writing review maybe tarbuffer? could help eliminate buffer copying
DESIGN,hack done fix bringing window front least windows frametofront doesnt cut remove iswindows check broken oses
DESIGN,method rewritten use getfields avoid catching exceptions search
DESIGN,hack
DESIGN,bad way oh well
DESIGN,xxx magic number
DESIGN,probably reflectjava
DESIGN,notes see notes findmostspecificmethod method rolled findmostspecificmethod
DESIGN,note using signaturekey way dangerous? pathological case user could eat memory caching every possible combination argument types untyped method maybe could smarter ignoring types untyped parameter positions? method resolver could return set hints signature key caching? also overhead creating one every method dispatched alternative?
DESIGN,crusty workaround
DESIGN,workaround akeys producing garbage windows
DESIGN,addtofavorites static method convinience needs instance vfs pass vfsmanagersendvfsupdate hence hack
DESIGN,allow getthis work blocknamespace method namespace xxx reeval need it?
DESIGN,part sucks
DESIGN,used eliminate code duplication dont normally use visitor template method pattern code contributed peter cox dont feel like changing around much
DESIGN,switch eats multilevel break here? empty statement
DESIGN,part sucks
DESIGN,fuck dead
DESIGN,stupid hack handle referencing rule set defined later!
DESIGN,jdk workaround
DESIGN,fuck dead
DESIGN,next two public maybe?
DESIGN,stupidity
DESIGN,note method resolveexpectedjavafield rewritten invert logic exceptions need caught unecessarily temporary impl return field null found
DESIGN,note need singleton things like work probably good idea speed caching single instance seems technically incorrect considering declaringinterpreter could different circumstances case child interpreter running source eval command however effect main interpreter executes script one involved callbacks java know corner cases child interpreter would first use reference namespace would even cause problems could experiments find necessary could cache per interpreter basis weak references might also look skipping child interpreters going parent declaring interpreter wed sure get top interpreter
DESIGN,resolve relative class type static field inner class ?
DESIGN,regexps eg ^ length implement hack dont understand whats going go back watching mtv
DESIGN,optimization classofstaticmethod set already determined static method invocation note maybe factor path clean
DESIGN,probably get used object type
DESIGN,windows jdk workaround
DESIGN,listener priority thing bad hack
DESIGN,doesnt look pretty mode line probably split seperate componentsstrings
DESIGN,stupid misleading path used anywhere except line done continue either hang forced duplicate inside buffer null add finally clause decide ones worse
DESIGN,workaround hang match zerowidth sure better way handle
DESIGN,xxx magic number
DESIGN,windows paths form list last working directory drive list root drive must use however vfs browser friends strip trailing path separators various reasons work around add drive letter paths windows
DESIGN,unix set permissions port file rw broken unices give everyone read access user home dirs people cant see port file hence send arbitriary beanshell code way nasty
DESIGN,??? called fully loaded action set
DESIGN,broken eclipse workaround! febuary
DESIGN,notes broken finds public less specific methods nonpublic specific ones method needs rewritten eliminate findaccessiblemethod implement findmostspecificmethod uses publiconly flag findmostspecificmethod also operate two passes give standard java assignable matches priority extended bsh type matches
DESIGN,xxx hardcoded
DESIGN,interval operator xy re_intervals && re_no_bk_braces xy re_intervals && !re_no_bk_braces open question proper interpretation start string?
DESIGN,xxx really belong here?
DESIGN,need save every possible point number clone invocations really killer performance nonstingy repeat operators im open suggestions
DESIGN,note really throw nosuchfieldexception need change related signatures code
DESIGN,split methods constructors regular method lists
REQUIREMENT,need add static block
REQUIREMENT,output stream compresses bzip format without file header chars another stream todo update bzip author hrefmailtokeironaftexswcomkeiron liddlea
REQUIREMENT,parse xml declaration pre xmldecl &lt?xml versioninfo encodingdecl? sddecl? ? ?&gt versioninfo version eq sddecl standalone eq yes standalone eq yes encodingdecl encoding eq qencoding pre also significant pthe code&lt?xmlcode whitespace already read ptodo validate value standalone see parsetextdecl see checkencoding
REQUIREMENT,implement recursion getclassimpl
REQUIREMENT,need format checking
REQUIREMENT,need calculate fudging
REQUIREMENT,todo also check reg_anchorindex vs anchor
REQUIREMENT,skip header bytes maybe check theyre valid not?
REQUIREMENT,debug utils static reachable code doesnt necessarily interpreter reference eg tracing utils future may want allow debugtrace turned per interpreter basis case well need use parent reference way determine scope command turns
REQUIREMENT,parse elementcontent model elements choice seq ? ? cps ? cp ? choice ? ctokplus ? ? ctoks ? ctokplus cps cps ctoks cps cps seq ? stoks ? ? stoks ? stoks cps cps note opening already read todo go parameter entity boundaries carefully
REQUIREMENT,need calculate fudging
REQUIREMENT,convention may change
REQUIREMENT,parse attribute type atttype stringtype tokenizedtype enumeratedtype stringtype cdata tokenizedtype id idref idrefs entity entities nmtoken nmtokens enumeratedtype notationtype enumeration todo validate type!!
REQUIREMENT,need calculate fudging
OTHERS,todo test surrogate value legal
OTHERS,getname ok? test
OTHERS,todo literal test retokennewline unfortunately may single character
REQUIREMENT,result thisworkingcalendargettimeinmillis preceding code wont work jdk
REQUIREMENT,todo check result
REQUIREMENT,todo check result
REQUIREMENT,return calgettimeinmillis preceding code wont work jdk
REQUIREMENT,todo didnt check height yet
REQUIREMENT,fixme weve cloned chart datasets arent cloned
REQUIREMENT,todo serialized yet
REQUIREMENT,first_monday_after_ calgettimegettime preceding code wont work jdk
REQUIREMENT,todo didnt check height yet
DESIGN,may negative
DESIGN,todo implemented
DESIGN,todo subplot areas needs moved plot plot state
DESIGN,todo shift block bottom
DESIGN,todo might good idea keep reference color specified setpaint setcolor rather creating new object every time getpaint called
DESIGN,todo ignoring height constraint
DESIGN,first determine size chart rendering area todo workout insets swt
DESIGN,todo implement properly
DESIGN,todo must wrong
DESIGN,todo didnt check width yet
DESIGN,hack ensure newly created awt fonts rendered height swt one
DESIGN,todo shift block right half
DESIGN,fixme need locale well timezone
DESIGN,todo shift block right
DESIGN,need update crosshair values?
DESIGN,todo find better localization key
DESIGN,todo attribute transferred renderer state
DESIGN,fixme implement low priority
DESIGN,fixme xyitemrenderer interface doesnt specify getannotations method
DESIGN,defer argument checking
DESIGN,calculate adjusted data area taking account effect assumes renderer effect bit ugly hack
DESIGN,todo add constructors combinations number date formatters
DESIGN,defer argument checking
DESIGN,todo move plot state
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,defer argument checking
DESIGN,fixme really assert value
DESIGN,annotations work xyplot see possible make contourplot subclass xyplot dg
DESIGN,fixme really assert value
DESIGN,need update crosshair values?
DESIGN,strictly necessary since renderer set parent plot used
DESIGN,need update crosshair values?
DESIGN,todo complete
DESIGN,todo implemented
DESIGN,defer argument checking
DESIGN,todo implemented
DESIGN,defer argument checking
DESIGN,todo implemented
DESIGN,need update crosshair values?
DESIGN,todo fix output flag set true
DESIGN,todo ignoring height constraint
DESIGN,todo move plot state
DESIGN,defer argument checking
DESIGN,fixme code means possible use one domain axis combined plots
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,strictly necessary since renderer set parent plot used
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,end workaround
DESIGN,defer argument checking
DESIGN,todo could change itemfillpaint backwards compatibility might require usefillpaint flag
DESIGN,redraw trigger another change event
DESIGN,unused parent
DESIGN,todo attribute transferred renderer state
DESIGN,defer argument checking
DESIGN,todo jfreechart put method categoryitemrenderer interface
DESIGN,todo rotate image drawn horizontal orientation?
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,todo implement properly
DESIGN,fixme generate series change event
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,fixme really assert value
DESIGN,defer argument checking
DESIGN,redraw trigger another change event
DESIGN,create entities fixme methods defined
DESIGN,redraw trigger another change event
DESIGN,defer argument checking
DESIGN,fixme renderer interface doesnt drawdomainline method rely renderer subclass abstractxyitemrenderer lame
DESIGN,defer argument checking
DESIGN,fixme attribute used deprecate?
DESIGN,todo coding event information changed dataset could make recalculation interval efficient cases instance change update yvalue xinterval doesnt need updating
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,defer argument checking
DESIGN,method want isnt categoryitemrenderer interface
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,fixme value null next line?
DESIGN,todo needs move renderer state
DESIGN,todo implement method properly
DESIGN,hack ensure newly created swt fonts rendered height awt one
DESIGN,unused parent
DESIGN,defer argument checking
DESIGN,unused must return something
DESIGN,redraw trigger another change event
DESIGN,fixme perhaps clone data list
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,rendering values percentages need calculate total current item unfortunately end repeating calculation times strictly necessary hopefully ill come back find way add totals renderer state problem implicitly assume dataset negative valuesperhaps fixed
DESIGN,defer argument checking
DESIGN,note would nice precalculate per series
DESIGN,assume paint instances implement equals hashcodeof course might true it?
DESIGN,fixme use fields
DESIGN,defer argument checking
DESIGN,attributes immutable return superclone fixme fact generator immutable cloning necessary
DESIGN,fixme really assert value
DESIGN,heres quirk api defined terms plain timeperiod cannot make use timezone locale specified constructorso time zone pegging period instanceof regulartimeperiod
DESIGN,handle specific plot types yes know really ugly code manually updated time new plot type added written something much cooler didnt neither anyone else
DESIGN,todo urlencode?
DESIGN,create entities fixme methods defined
DESIGN,todo revert svn revision jfreechart multiplegradientpaints jdk issues todo change visibility darker methods except darkerpaint private!
DESIGN,todo replace getsize getbounds ?
DESIGN,todo check threshold
DESIGN,fixme add setbaseitemurlgeneratorcategoryurlgenerator boolean ?
DESIGN,unused parent
DESIGN,fixme add setseriesitemurlgeneratorint categoryurlgenerator boolean?
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,handle special cases yes ugly code alert!
DESIGN,fixme probably makes sense allocate array colors lazily populate array
DESIGN,todo need fetch localised resources
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,fixme getvalueformat method?
DESIGN,defer argument checking
DESIGN,could probably little faster searching indices simultaneously ill look later seems like matters
DESIGN,todo complete
DESIGN,fixme attribute never used deprecate?
DESIGN,defer argument checking
DESIGN,fixme really assert value
DESIGN,defer argument checking
DESIGN,fixme clone attributed string null
DESIGN,todo implement method properly
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,report this?
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,defer argument checking
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,may obsolete used anywhere
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,todo good idea?
DESIGN,defer argument checking
DESIGN,kludge make everything work rows returned
DESIGN,tweak notify flag plot one notification happens even though update multiple axes
DESIGN,report this?
DESIGN,todo shift block half
DESIGN,todo good idea?
DESIGN,fixme better ask renderer instead datasetutilities
DESIGN,defer argument checking
DESIGN,todo implement entity annotation
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,todo needs move renderer state
DESIGN,defer argument checking
DESIGN,needs improved !!!
DESIGN,defer argument checking
DESIGN,used plot
DESIGN,defer argument checking
DESIGN,fixme attribute never used deprecate?
DESIGN,fixme need locale well timezone
DESIGN,todo implement properly
DESIGN,defer argument checking
DESIGN,todo jfreechart method go shapeutilities class
DESIGN,defer argument checking
DESIGN,well use method interface doesnt paint stroke settings
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,todo might good idea keep reference color specified setpaint setcolor rather creating new object every time getpaint called
DESIGN,defer argument checking
DESIGN,fixme check isnt already series key
DESIGN,know bad create object better idea?
DESIGN,know bad create object better idea?
DESIGN,fixme clone generator
DESIGN,todo use generator
DESIGN,fixme attribute used deprecate?
DESIGN,defer argument checking
DESIGN,defer argument checking
DESIGN,defer argument checking
REQUIREMENT,todo think need make sure keys actually cloned whereas paint instances always immutable theyre ok
REQUIREMENT,fixme draw outliers
REQUIREMENT,todo think need make sure keys actually cloned whereas stroke instances always immutable theyre ok
REQUIREMENT,implemented
REQUIREMENT,returns string representing week eg week todo look internationalisation return string representing week
REQUIREMENT,fixme show dialog error
REQUIREMENT,fixme show dialog error
REQUIREMENT,todo draw interval marker effect
REQUIREMENT,todo add serialization support images
REQUIREMENT,could make configurable
REQUIREMENT,todo see need apply line color style axis traces
REQUIREMENT,todo draw interval marker effect
REQUIREMENT,implemented
REQUIREMENT,fixme implement
REQUIREMENT,annotation allows image placed location link xyplot todo implement serialization properly image serializable
OTHERS,plot field tested
REQUIREMENT,todo loose encoding information fix
REQUIREMENT,todo use implicit nil body problem punt til later
REQUIREMENT,todo numericnew works ruby however trying use instance numeric operation generate argumenterror seems pathological see need fix
REQUIREMENT,todo adding implicit nils caused multiple problems compiler revist landing assert bodynode ! null bodynode null
REQUIREMENT,todo take bigdecimalmode account
REQUIREMENT,todo fullprecision remainder slower mri!
REQUIREMENT,fixme reason dispatcher causes verifyerror classclassdispatcher callbackfactorycreatedispatcherclassclass
REQUIREMENT,fixme doubt constants referenced method ever redefined compare known values rather expensive constant lookup
REQUIREMENT,todo rewriter compiler assume case empty expression mri assert casenode ! null casenode null
REQUIREMENT,todo dont require pop
REQUIREMENT,xxx wrong
REQUIREMENT,todo dont require pop
REQUIREMENT,todo use implicit nil body problem punt til later
REQUIREMENT,todo dont require pop
REQUIREMENT,get value current scope one captured scopes fixme block variables getting primed nil need null check prime properly also add assert back param offset zeroindexed value represents variable lives param depth many captured scopes variable set return value
REQUIREMENT,todo dont require pop
REQUIREMENT,important receive block argument opt splat args arg encoded rest array wont work block argument hasnt received yet!
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme got bunch npes didnt check nulls herehow?!
REQUIREMENT,todo dont require pop
REQUIREMENT,sss fixme also differences variable scoping ruby buggy semantics understand correctly semantics shadows variables outside block needs figured live var analysis
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,getopt one mandatory arg work parsing
REQUIREMENT,result bug left trailing arguments eg system ls dir would seen system ls
REQUIREMENT,fixme broken behaving
REQUIREMENT,todo overflow large fileswe could increase long limit impl gets involved since java io apis based int means chunk long series int ops
REQUIREMENT,todo dont require pop
REQUIREMENT,outgrow pushback stack grow happen pretty pathological cases
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme arg may also true false nil still valid strangely enough protocol conversion happening ruby arg?
REQUIREMENT,todo proper sign
REQUIREMENT,get value current scope one captured scopes fixme block variables getting primed nil need null check prime properly also add assert back param offset zeroindexed value represents variable lives param depth many captured scopes variable set return value
REQUIREMENT,todo dont require pop
REQUIREMENT,todo mri explicit check negative length added indexerror raised length negative see rubycore details new note actually reevaluation see rubycore
REQUIREMENT,todo dont require pop
REQUIREMENT,enebo wrong
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme terminate immediately appears break method arguments need push nil cases never enter body
REQUIREMENT,fixme terminate immediately appears break method arguments need push nil cases never enter body
REQUIREMENT,following constants capture preknown static call sites jruby implementations methods ruby classes sss fixme note compilerimplbasebodycompiler using op_match match op_match match bug there?
REQUIREMENT,todo dont require pop
REQUIREMENT,sss fixme doesnt preserve original order clauses could consider preserving order maybe since would sort constants first case outputing jump tables certain situations add body map emitting later
REQUIREMENT,todo dont require pop
REQUIREMENT,sss fixme node built using closures regular loop branches? implications inlining implementations closures next break etc block consumes inlined together caller loop become normal loop without closures implementation replace one closure another!
REQUIREMENT,todo dont require pop
REQUIREMENT,synchronized method per jruby unsafe doublechecked locking fixme synchronization still wrong cp code
REQUIREMENT,todo dont require pop
REQUIREMENT,vulture thread periodically expunge dead entries entries also expunged put operations designed cover case many objects created initially followed limited put activity fixme disabled pending resolution finalization issue
REQUIREMENT,todo dont require pop
REQUIREMENT,get value current scope one captured scopes fixme block variables getting primed nil need null check prime properly also add assert back param offset zeroindexed value represents variable lives param depth many captured scopes variable set return value
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme assuming original string raw bytes ku provided true ok deal someone needs
REQUIREMENT,todo dont require pop
REQUIREMENT,todo ruby locks string
REQUIREMENT,todo dont require pop
REQUIREMENT,todo rubicon testkernel dies without line cursory glance implies falsely set ! nil sets back something valid get fixed time address bug
REQUIREMENT,todo dont require pop
REQUIREMENT,mri behavior combination flags allowed
REQUIREMENT,todo dont require pop
REQUIREMENT,zero args block fixme omit args index subtract one normal block index
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme may possible killpg systems support posix library needs tell whether particular method works
REQUIREMENT,todo dont require pop
REQUIREMENT,todo code effectively disables inspectionbased optimizations none safe yet
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme argument seems work mri plus siphon additional args jruby scriptsfoo also better error processing
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,eval binding break early fixme broken new backtrace stuff
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme system error based errno
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo make sure really safe copy
REQUIREMENT,fixme correct exception
REQUIREMENT,fixme cant guarantee always rubyioso old code safe
REQUIREMENT,dump trace continue currently android seems bugs enumeration logic httpcodegooglecompandroidissuesdetail?id
REQUIREMENT,fixme add at_exit finalizers exit make exit_bang call
REQUIREMENT,todo need isolate current thread class creation
REQUIREMENT,xxx actually windows
REQUIREMENT,enebo froggerfoo work doesnt linux ruby?
REQUIREMENT,fixme cant use static would interfere runtimes jvm
REQUIREMENT,todo anything threads attached original fd notified close see rb_thread_fd_close
REQUIREMENT,todo freopen mri close quite
REQUIREMENT,todo ruby locks string
REQUIREMENT,fixme check ruby handles
REQUIREMENT,todo fullprecision divmod slower mri!
REQUIREMENT,fixme im sure right old code returned undef definitely isnt right
REQUIREMENT,enebo wrong
REQUIREMENT,fixme mri special case constants
REQUIREMENT,fixme throw right argumenterrors class missing module
REQUIREMENT,fixme isnt quite right shouldnt evaluate value going throw error
REQUIREMENT,todo use implicit nil body problem punt til later
REQUIREMENT,todo use implicit nil body problem punt til later
REQUIREMENT,get value current scope one captured scopes fixme block variables getting primed nil need null check prime properly also add assert back param offset zeroindexed value represents variable lives param depth many captured scopes variable set return value
REQUIREMENT,get value current scope one captured scopes fixme block variables getting primed nil need null check prime properly also add assert back param offset zeroindexed value represents variable lives param depth many captured scopes variable set return value
REQUIREMENT,get value current scope one captured scopes fixme block variables getting primed nil need null check prime properly also add assert back param offset zeroindexed value represents variable lives param depth many captured scopes variable set return value
REQUIREMENT,get value current scope one captured scopes fixme block variables getting primed nil need null check prime properly also add assert back param offset zeroindexed value represents variable lives param depth many captured scopes variable set return value
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme flag supported case break
REQUIREMENT,fixme causing verification error reason nilclassdispatcher callbackfactorycreatedispatchernilclass
REQUIREMENT,walk scope tree right much possible avoid runtime walking sss fixme reason might break presence rubys dynamic resolution? might break?
REQUIREMENT,todo dont require pop
REQUIREMENT,walk scope tree right much possible avoid runtime walking sss fixme reason might break presence rubys dynamic resolution? might break?
REQUIREMENT,fixme errno descriptions constantine windows useful moment
REQUIREMENT,todo dont require pop
REQUIREMENT,fixme reset
REQUIREMENT,sss fixme incorect!
REQUIREMENT,fixme vulture daemon thread prevents finalization find alternative approach vulturestart
REQUIREMENT,fixme seems like good assertion breaks compiled code code seems run without assert currentmodule ! null cant push null rubyclass
REQUIREMENT,available data flow facts run problem? sss fixme silly optimization?
REQUIREMENT,sss fixme constant arrays never get here!
REQUIREMENT,fixme wrong
REQUIREMENT,fixme may need broaden ipv ip address strings
REQUIREMENT,todo sys fail
REQUIREMENT,available data flow facts run problem? sss fixme silly optimization?
REQUIREMENT,sss fixme verify semantics instruction
REQUIREMENT,fixme isnt quite right shouldnt evaluate value going throw error
REQUIREMENT,todo fullprecision remainder slower mri!
REQUIREMENT,fixme broken behaving
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
REQUIREMENT,todo dont require pop
DESIGN,basically ignore protocol let someone report
DESIGN,sss fixme correct?
DESIGN,fixme use block implement end node need proc captures enclosing scope forblock represents node renamed
DESIGN,sss fixme ordering correct? poll next
DESIGN,use highly uncommon string represent paragraph delimiter soln worth
DESIGN,add self recv todo right?
DESIGN,todo mri behavior call add depending call leads exceptions floats added see httpbladenagaokautacjpcgibinscatrbrubyrubycore return callcoercedcontext op true mri behavior well use thus providing ability add floats
DESIGN,sss fixme correctly placed end loop iteration?
DESIGN,todo ruby reuses logic write behavior checking io calling write
DESIGN,sss fixme go? msetlinepositionarraynodegetposition
DESIGN,would nice logical! exponent form behaved like ee decimal form behaved like luck hence
DESIGN,sss fixme get normally compiled initialized way sss fixme parentsupertype info incorrect! placeholders needs updated real class objects later!
DESIGN,todo not_allocatable_allocator probably ok confirm jruby
DESIGN,sss fixme could make ir_loop scope semantically scope functionally sure required yet
DESIGN,covers rare case lowercase class names thus fail time fortunately well per package name seriously folks look best practices
DESIGN,sss fixme string literal string? dummy class script
DESIGN,todo deprecated ? efficient internals deal rubyhash directly
DESIGN,sss fixme int suffice need long?
DESIGN,modules included shim class must find shim handle super appropriately
DESIGN,reset value map instruction startend basic block right calls considered hard boundaries optimization information cannot propagated across them! sss fixme rather treat calls broad brush need capture different attributes call uses closures known call target modify scope etc information probably already present ast inspector
DESIGN,todo determine whether perhaps store nonsingleton class implementationclass
DESIGN,sss fixme correct? closure arg come from?
DESIGN,fixme consider fixing node_assign rather single case
DESIGN,sss fixme reference ir_loop retried?
DESIGN,temporary hack handle nonruby values come better solution shortly
DESIGN,simplify variables keep variables sync actually used clauses required correctness reasons performance reasons
DESIGN,must called main thread currently bothers
DESIGN,con fixme dont know make case expressiondoes logic need go here?
DESIGN,fixme legal here? may want unsupportedoperationexception
DESIGN,fixme ugly hack resolve jruby im proud
DESIGN,something wrong dont know cwd todo behavior really desirable? mov
DESIGN,todo java stringity
DESIGN,fixme total hack get flash rails marshallingunmarshalling session okwe need totally change marshalling work overridden core classes
DESIGN,todo method present mri!
DESIGN,fixme ideally javaobject instances marshallable means javaobject metaclass appropriate allocator jruby
DESIGN,todo public only?
DESIGN,fixme probably translation ruby priority levels java priority levels green threads
DESIGN,todo consider better way synchronizing
DESIGN,using ioinputstream may performance way easy
DESIGN,fixme regenerating
DESIGN,xxx check previously used callmethod check equality classes scanning hierarchy however check may safe ever one instance bound given typeconstant found unsafe examine ways avoid call
DESIGN,todo not_allocatable_allocator probably ok confirm jruby
DESIGN,todo duplicating constants fileconstants below? fileconstants included io
DESIGN,cloned method belongs new class set todo make dynamicmethod immutable
DESIGN,todo missing handling elsewhere?
DESIGN,todo cache?
DESIGN,fixme wtf this? would use class?
DESIGN,todo figure happen possibly remove
DESIGN,fixme dont like
DESIGN,fixme descriptions probably moved constantine project deals platformdependent constants
DESIGN,fixme temporary much safer cow prevents shared strings begin ! allows eg bytelistset begin aware
DESIGN,todo arg?
DESIGN,fixme think chunk equivalent mri idname public method idname make method used
DESIGN,todo cache?
DESIGN,fixme probably efficient since loads methods call
DESIGN,hack replace usual readline
DESIGN,get found matching method use todo choose narrowest method continuing search
DESIGN,todo kinda gross
DESIGN,fixme order thread play well standard new behavior must provide allocator create empty object instances initialize fills appropriate data
DESIGN,extra arrays really unfortunate split paths eliminate?
DESIGN,clone dynamic scope new instance block previously captured instances block may still around want start overwriting values create new one enebo make self lastclass lastmethod immutable remove duplicate
DESIGN,todo protected methods going require rework mechanism
DESIGN,overloaded add method guesses signature use todo adding first one right nowadd signatureguessing logic
DESIGN,sss fixme never get called constant svalues
DESIGN,todo version better hackish previous one windows behavior needs defined though suppose version could improved todo etcpasswd also inadequate macosx since use etcpasswd regular user accounts
DESIGN,fixme theres code duplication rubyobjectinspect
DESIGN,visibility checking without requiring frame self todo dont bother passing fcall vcall adjust callsite appropriately
DESIGN,fixme figure get null sometimes
DESIGN,hacky advance position eat newline
DESIGN,need reexamine
DESIGN,fixme currently problems iooutputstream writing bare runtime without proper scope
DESIGN,workaround jruby
DESIGN,using iooutputstream may performance way easy
DESIGN,ignorebean doesnt get registered todo bother me?
DESIGN,todo not_allocatable_allocator probably ok confirm jruby
DESIGN,enebo lots optz parser
DESIGN,fixme move class!
DESIGN,fact probably raise error yes?
DESIGN,todo ary_sort_check done
DESIGN,todo get rid lax returns strict throw
DESIGN,bit risky someone changes completor useful method calls
DESIGN,todo rest thisseeking position unnecessary since share channel may needed?
DESIGN,todo right thing do?
DESIGN,fixme probably belongs different package
DESIGN,fixme efficient
DESIGN,clone dynamic scope new instance block previously captured instances block may still around want start overwriting values create new one enebo make self lastclass lastmethod immutable remove duplicate
DESIGN,gross java apis arent iso compliant
DESIGN,todo correct ?
DESIGN,workaround jruby mri enter production reason
DESIGN,create block iter node fixme shouldnt use current scope actually hierarchy static scopes
DESIGN,sss fixme need check whatever popped?
DESIGN,sss fixme set up? diff classvardeclnode??
DESIGN,fixme need check mainjava call thisthey consolidate
DESIGN,fixme table get moved posix library get actual supported signals quick fix support basic signals happens
DESIGN,fixme worries bit since could allocate lot large newlength
DESIGN,todo filtering kind grossit would nice get parser help
DESIGN,todo decompose getjavapackagemodule dont parse fullname
DESIGN,gross java apis arent iso compliant
DESIGN,fixme get rid laziness handle restricted access elsewhere
DESIGN,todo use faithful reimplementation mris algorithm use utfencoding facilities joni starts prefroming utf content validation
DESIGN,dont opt args start args assigned later crap like def fooa true numbers fixme starting required args since opt args may access others rest args conflicts compileroot using indicate signature
DESIGN,fixme determine real allocator needed people want extend javaclass? want that? classnewjavaclass? able to? todo not_allocatable_allocator probably ok since dont intend people monkey type cant marshalled confirm jruby
DESIGN,grrr arghh want subclass sunmiscfloatingdecimal cant must next lines code already done floatingdecimal
